,population,degree_centrality,population_normalized,degree_centrality_normalized,population_centrality
40,0,0.0016066838046272492,1.0,1.1282051282051282,0.09090909090909094
41,0,0.0012853470437017994,1.0,1.1025641025641026,0.07272727272727275
42,0,0.0006426735218508997,1.0,1.0512820512820513,0.036363636363636376
43,0,0.0012853470437017994,1.0,1.1025641025641026,0.07272727272727275
44,7,0.0022493573264781488,1.0003860577983674,1.1794871794871795,0.12759561197681646
45,251,0.0016066838046272492,1.0138429296271785,1.1282051282051282,0.10198343461083359
46,0,0.0006426735218508997,1.0,1.0512820512820513,0.036363636363636376
47,972,0.0019280205655526992,1.0536068828590337,1.1538461538461537,0.15295108597557294
48,1457,0.0009640102827763496,1.080355173174498,1.0769230769230769,0.11590758678779844
49,0,0.0016066838046272492,1.0,1.1282051282051282,0.09090909090909094
50,0,0.0009640102827763496,1.0,1.0769230769230769,0.054545454545454564
51,0,0.002570694087403599,1.0,1.205128205128205,0.1454545454545454
52,0,0.002570694087403599,1.0,1.205128205128205,0.1454545454545454
53,0,0.0012853470437017994,1.0,1.1025641025641026,0.07272727272727275
54,0,0.0016066838046272492,1.0,1.1282051282051282,0.09090909090909094
55,169,0.002570694087403599,1.0093205382748731,1.205128205128205,0.1534193690712552
56,0,0.0022493573264781488,1.0,1.1794871794871795,0.12727272727272732
57,56,0.0019280205655526992,1.0030884623869403,1.1538461538461537,0.11161783286204197
58,137,0.0022493573264781488,1.0075557026251931,1.1794871794871795,0.13359204219561616
59,932,0.0022493573264781488,1.0514008382969335,1.1794871794871795,0.17026251930288983
60,35,0.0012853470437017994,1.0019302889918376,1.1025641025641026,0.07423640775725482
61,0,0.0019280205655526992,1.0,1.1538461538461537,0.10909090909090902
62,0,0.0012853470437017994,1.0,1.1025641025641026,0.07272727272727275
63,0,0.0009640102827763496,1.0,1.0769230769230769,0.054545454545454564
64,0,0.0012853470437017994,1.0,1.1025641025641026,0.07272727272727275
65,0,0.0019280205655526992,1.0,1.1538461538461537,0.10909090909090902
66,203,0.0012853470437017994,1.0111956761526584,1.1025641025641026,0.08148025590116936
67,246,0.0012853470437017994,1.0135671740569159,1.1025641025641026,0.0833343360808616
68,0,0.0019280205655526992,1.0,1.1538461538461537,0.10909090909090902
69,160,0.0019280205655526992,1.0088241782484006,1.1538461538461537,0.11631069129414595
70,87,0.0012853470437017994,1.0047981469225677,1.1025641025641026,0.07647855123037117
71,4934,0.0035347043701799484,1.2721155967350541,1.282051282051282,0.44737781521368547
72,903,0.002570694087403599,1.0498014559894109,1.205128205128205,0.18801215330004206
73,5658,0.0009640102827763496,1.3120450033090667,1.0769230769230769,0.2928343661632874
74,0,0.0009640102827763496,1.0,1.0769230769230769,0.054545454545454564
